id,class,set
george_jones_greatest_hits__best_songs_of_george_jonessegment47,Modern instrumental music,train
saint_saens___le_carnaval_des_animaux__the_carnival_of_the_animals___1886segment11,Romanticism open view,train
judas_priest_greatest_hitssegment38,Heavy metal,train
simon__garfunkel_greatest_hits_2023__simon__garfunkel_best_songs_collection__classic_folk_musicsegment86,Modern instrumental music,train
mozart__piano_concerto_no_23_in_a_major_k_488_murray_perahiasegment21,Baroque Classical secular subject,train
mayan_ambiance_mexican_traditional_musicsegment52,American traditional folklore,train
ravi_shankar__the_spirit_of_india_full_albumsegment49,Asian traditional folklore,train
orlande_de_lassus__motets__chansonse__the_hilliard_ensemblesegment106,Renaissance symbolism,train
austrian_folk_music_from_tirolsegment62,European traditional folklore,train
sibelius__finlandia_karelia_suite_valse_triste___presentat_cent_rec__sir_john_barbirollisegment11,20th century traditional open view,train
traditional_chinese_music_melodies____segment108,Asian traditional folklore,train
blacksabbath_greatest_hits_full_album__best_songs_of_blacksabbath_playlist_2021segment80,Heavy metal,train
new_10_chinese_songs_traditional_relaxing_meditsegment4,Asian traditional folklore,validation
the_best_song_of_richard_wagner___richard_wagne_top_hit_collectionsegment184,Romanticism open view,train
death__human_reissue_full_album_streamsegment61,Heavy metal,train
1_hour_of_the_best_instrumental_opera_music__by_gaetano_donizettisegment39,Romanticism open view,train
rachmaninov__symphonies_nos123__vocalise__presentation_reference_record__evgeny_svetlanovsegment282,20th century traditional open view,train
symphony_no3__krzysztof_pendereckisegment8,20th century abstractionism,validation
bach__partitas_nos_123456_bwv_825830__remastered_centurys_recording_glenn_gouldsegment53,Baroque Classical secular subject,test
heitor_villalobos_5_preludes_12_studies__modinha_full_albumsegment16,Modern instrumental music,train
slipknot__greatest_hitssegment112,Heavy metal,test
dmitri_shostakovich__24_preludes_and_fugues_op_87segment27,20th century traditional figure,train
deborah_de_luca__ten__album_mixsegment97,Electronic music,test
igor_stravinsky__octet_for_wind_instruments_with_scoresegment13,20th century traditional figure,train
aztec_music__musica_prehispanica_vol1__fiesta__sacrificio__guerra__ritos__cinematic_deliriumsegment83,American traditional folklore,train
slayer_south_of_heaven_full_album_4kuhdsegment44,Heavy metal,validation
___grand_collection__dmitriy_hvorostovskiysegment102,European traditional folklore,train
traditional_chinese_music_melodies____segment313,Asian traditional folklore,train
bobby_mcferrin_greatest_hits__bobby_mcferrin_best_songs__greatest_hits_full_albumsegment128,Modern instrumental music,train
mozart__requiem_in_d_minor_completefull_hdsegment75,Baroque Classical symbolism,train
johannes_ockeghem_c14101497_masses_motets__chansonssegment86,Renaissance symbolism,train
manuel_de_falla_siete_canciones_populares_espanolas_1914segment10,20th century traditional figure,train
mayan_music_playlist_2_ultra_extendedsegment51,American traditional folklore,train
_________ukrainian_folk_musicsegment33,European traditional folklore,validation
tchaikovsky_complete_ballets_swan_lake__sleeping_beauty__the_nutcrackersegment103,20th century traditional figure,train
brahms_variations_on_a_theme_of_paganini_op35_kissinsegment11,Romanticism figure,train
scriabinpreludesop39to74segment6,20th century experimental figure,train
imaginary_landscape_no_1_1939segment15,Electronic music,train
travis__best_trackssegment1,Modern instrumental music,train
tarquinio_merula__canzoni_overo_sonate_concertate_per_chiesa_e_camera_book_3_op_12_1637segment3,Baroque Classical secular subject,train
austrian_folk_music_from_tirolsegment77,European traditional folklore,test
scandinavian_folk_music____best_scandinavian_traditional_musicsegment108,European traditional folklore,train
renaissance_dance_bands_15511599_tylman_susato__thomas_morley_centurys_recording_david_munrowsegment25,Renaissance secular subject,train
ali_toure_farka__vol_1segment3,African traditional folklore,train
the_best_of_rihanna__rihanna_greatest_hits_full_album_2023segment238,Electronic music,train
rachmaninoff___concerto_no__2___krystian_zimermansegment53,20th century traditional open view,train
astor_piazzolla_greatest_hits__best_songs_of_astor_piazzolla__astor_piazzolla_live_2019segment137,Modern instrumental music,test
best_songs_of_buddy_holly_collection__buddy_holly_greatest_hits_full_album_segment189,Modern instrumental music,train
chants_des_maquis_du_vietnamsegment33,Asian traditional folklore,test
rachmaninov__symphonies_nos123__vocalise__presentation_reference_record__evgeny_svetlanovsegment190,20th century traditional open view,train
adrian_willaert_and_his_circle_ricercari_da_musica_novasegment19,Renaissance secular subject,train
ptchaikovsky_complete_symphonies__lmaazel_viennapo__196064segment121,Romanticism open view,train
popol_vuh__in_den_garten_pharaos_1971_full_albumsegment7,Electronic music,test
brahms__ballades_op10_alfred_brendelsegment32,Romanticism figure,train
elvis_presley_greatest_hit__the_best_songs_of_elvis_presleysegment8,Modern instrumental music,validation
hindemith_horn_concertosegment19,20th century experimental open view,train
faure_cello_sonatassegment76,20th century experimental figure,train
java__gamelans_from_the_sultans_palace_in_jogjakartasegment117,Asian traditional folklore,train
schoenbergquartetdmajorsegment34,20th century traditional figure,test
electric_wizard__dopethrone_2000_full_albumsegment119,Heavy metal,test
anime_opening_music_mix__anime_updating_2023__anime_opening_compilation_2023segment68,Asian traditional folklore,train
turangalila_symphony__olivier_messiaensegment52,20th century experimental open view,train
dr_ludwigs_medieval_german_song_compilationsegment12,Renaissance secular subject,train
paul_dukas__symphony_in_c_1896segment66,20th century traditional open view,train
bartok_string_quartetssegment248,20th century experimental figure,validation
at_the_sign_of_the_crumhorn_flemish_songs_and_dance_music_of_the_renaissancesegment86,Renaissance secular subject,train
john_dunstable_c13901453__musician_to_the_plantagenetssegment2,Renaissance symbolism,train
John_Field__18_Nocturnessegment19,Romanticism figure,train
modest_mussorgsky__songs_and_dances_of_death_for_soprano_and_piano_1870s_scorevideosegment42,Romanticism figure,train
shakira_exitos__shakira_sus_mejores_canciones_2023__shakira_grandes_exitos_2023segment57,Electronic music,train
ptchaikovsky_complete_symphonies__lmaazel_viennapo__196064segment459,Romanticism open view,validation
richie_havens__common_ground_1983_full_albumsegment17,African traditional folklore,train
saraswatis_sitar_symphony_relaxing_music_for_concentration_and_focussegment67,Asian traditional folklore,train
yurac_malki__viva_inca__music_from_equador_peru_and_bolivia_full_albumsegment14,American traditional folklore,train
lassus__chansons__capilla_flamencaavisegment39,Renaissance secular subject,train
pendulum_mix_2017segment8,Electronic music,train
johannes_ockeghem_c14101497_masses_motets__chansonssegment4,Renaissance symbolism,test
domenico_scarlatti__sonatas_ivo_pogorelicsegment118,Baroque Classical secular subject,train
anime_opening_music_mix__anime_updating_2023__anime_opening_compilation_2023segment99,Asian traditional folklore,train
wolfgang_amadeus_mozart__string_quartet_no_14_k_387_with_scoresegment30,Baroque Classical secular subject,train
you_endlesssegment7,Electronic music,train
1_hour__mix_of_the_most_beautiful_native_american_musicsegment99,American traditional folklore,train
limp_bizkit_top_greatest_hits_playlist_full_album__limp_bizkit_songssegment14,Heavy metal,train
the_inca_harp_laments_and_dances_of_the_tawantinsuyu_the_inca_empire_lyrichord_1980_llst_7359segment20,American traditional folklore,validation
istanpitta__let_the_dance_beginsegment100,Renaissance secular subject,train
bartok_string_quartetssegment20,20th century experimental figure,train
franz_schubert_symphony_no8_unfinished_d_759_leonard_bernsteinsegment50,Romanticism open view,validation
colombian_vibes_the_ultimate_latin_experience_una_variedad_de_salsa_cumbia_bolero_y_massegment7,Modern instrumental music,train
killswitch_engage___as_daylight_dies_full_albumsegment1,Heavy metal,validation
henry_purcell___sacred_musicsegment50,Baroque Classical symbolism,train
gorillaz__greatest_hits_2023__cracker_island_tormenta_feel_good_incsegment27,Modern instrumental music,train
ptchaikovsky_complete_symphonies__lmaazel_viennapo__196064segment408,Romanticism open view,train
sergei_prokofiev__sonatasfrom6to9segment51,20th century experimental figure,test
century_xii_medieval_sacred_songssegment62,Renaissance symbolism,test
gustav_mahlerpiano_quartet_in_a_minorsegment17,20th century traditional figure,train
hindemith_complete_piano_sonatassegment109,20th century experimental figure,train
giovanni_battista_pergolesi__stabat_mater_1985_full_albumsegment68,Baroque Classical symbolism,train
slipknot__greatest_hitssegment40,Heavy metal,train
relaxing_music_spirit_of_american_indians_native_american_indian_music_native_flute_musicsegment181,American traditional folklore,train
Sergei_Prokofiev__Suite_From_Romeo__Julietsegment74,20th century traditional open view,validation
joseph_haydn__the_creationsegment17,Baroque Classical symbolism,test
jordi_savall__jeanbaptiste_lully__lorchestre_du_roi_soleilsegment53,Baroque Classical secular subject,train
mily_balakirev__tamara_symphonic_poem_186782segment27,20th century traditional open view,train
jsbach_complete_orchestralsuites__oklemperer_newphilharmoniao__1969segment148,Baroque Classical secular subject,test
killswitch_engage__end_of_heartache_full_album_hqsegment78,Heavy metal,train
the_best_song_of_richard_wagner___richard_wagne_top_hit_collectionsegment173,Romanticism open view,train
r_a_m_m_s_t_e_i_n_greatest_hits_full_album__best_songs_of_r_a_m_m_s_t_e_i_n_playlist_2021segment36,Heavy metal,test
the_best_of_verdi_150_minutes_of_classical_music__hq_recordingsegment237,20th century traditional open view,train
John_Field__18_Nocturnessegment18,Romanticism figure,train
tchaikovsky__piano_trio__kogan__rostropovich__gilelssegment9,Romanticism figure,train
h_purcell_the_tempest_or_the_enchanted_isle_z631monteverdi_choir__monteverdi_orchestrasegment32,Baroque Classical symbolism,validation
shostakovich__piano_sonata_no_2_in_b_minor_op_61_sheet_musicsegment13,20th century experimental figure,train
blind_guardian__beyond_the_red_mirror_official_full_album_streamsegment77,Heavy metal,train
byrd_bull_morley_etc__english_virginalists_zuzana_ruzickovasegment49,Renaissance secular subject,train
beethoven__missa_solemnis__new_mastering__p_centurys_recording_herbert_von_karajan_1975segment140,Baroque Classical symbolism,train
telemann__brockes_passion__passion_oratorio_completesegment117,Baroque Classical symbolism,validation
motets_of_the_venetian_school_xvi_centurysegment38,Renaissance symbolism,train
1911__petrouchka__stravinskysegment28,20th century traditional open view,train
fiesta_en_el_palacio_de_alfonso_el_sabiosegment48,Renaissance secular subject,train
tchaikovsky_complete_ballets_swan_lake__sleeping_beauty__the_nutcrackersegment580,20th century traditional figure,train
brahms__violin_concerto__oistrakh__klemperersegment41,Romanticism open view,train
taylor_swift_greatest_hits_full_album_2023__taylor_swift_best_songs_playlist_2023segment402,Modern instrumental music,validation
classical_music_from_iran__jalal_zolfonun____danehaye_morvaridsegment103,Asian traditional folklore,train
shostakovich__symphony__10_in_e_minor_op__93_scoresegment94,20th century experimental open view,test
justin_bieber_top_20_songs_playlist__hit_english_songs_2023segment81,Electronic music,train
argentine_andean_folk_musicsegment77,American traditional folklore,train
