id,class,set
zdzislawbeksinski149,Heavy metal,train
jancossiers16,Baroque Classical symbolism,train
willemdekooningtwofiguresinalandscape,20th century abstractionism,test
jamesbarry7,Baroque Classical symbolism,train
franshalspeeckelhaeringthejollyreveller1643,Baroque Classical secular subject,train
ritaangus10,20th century traditional open view,train
andywarhol138,Electronic music,train
giambattistapittoni13,Baroque Classical symbolism,test
claudemonet19,20th century experimental open view,train
b8418a664430e4d56ca5716497e04230c,Heavy metal,train
annetruittsummer88no61988,Electronic music,train
jantoorop9,European traditional folklore,train
ivanaivazovskybayofnaples1845,Romanticism open view,train
c9e5c426f0fb07b36a206cc79b57936ac,Electronic music,train
nicholasroerichvignetteforbooknkroerich191822,20th century experimental figure,train
diegorivera8,Modern instrumental music,train
leonardodavinci60,Renaissance secular subject,train
vincentvangogh293,Romanticism open view,train
edgardegas633,20th century traditional figure,train
denisegreencoscob1987,Electronic music,train
edgardegas558,Romanticism figure,train
rajaravivarma19,Asian traditional folklore,train
edouardmanet87,Romanticism figure,train
nicholasroerichadepictionofthecintamanibeingcarriedbythelungtawindhorse1936,20th century experimental open view,train
paulgauguin42,20th century experimental figure,train
josemariavelasco16_2,20th century traditional open view,train
sergesudeikin10,European traditional folklore,train
diegovelazquez6,Baroque Classical symbolism,train
davidtenierstheyoungerreturnfromthehunt1670,Baroque Classical secular subject,train
raphael60,Renaissance symbolism,train
angelicakauffman15,Baroque Classical symbolism,test
marjoriestriderbikinitriptych1960,Electronic music,test
robertrauschenberg30,Modern instrumental music,train
titian12,Renaissance symbolism,train
enriquesilvestre2,American traditional folklore,train
gustavklimt82,20th century experimental open view,train
williamturner7,Romanticism open view,train
nicholasroerichhimalayas1924,20th century traditional open view,train
canalettofeastofsanroccothedogevisitingthechurchandscuoladisrocco,Baroque Classical secular subject,train
salvadordali38,20th century abstractionism,test
pablopicasso246,20th century experimental figure,train
rembrandt152,Baroque Classical secular subject,train
yovkondzelevych2,Baroque Classical symbolism,train
annibalecarraccivenuswithasatyrandcupids,Baroque Classical symbolism,train
71c66a4a8ae5f0b7b018b0d4899bba88c,Electronic music,train
al7_2,Modern instrumental music,train
ancientegipt29,African traditional folklore,train
josemariavelasco27_2,Modern instrumental music,train
paulgauguin257,20th century experimental figure,validation
renemagritte189,20th century experimental open view,test
abdulmatiklarwein58,Electronic music,train
manuelasambo12,African traditional folklore,train
duccio3,Renaissance symbolism,train
mikhailnesterov57,European traditional folklore,validation
andreirublev62,Renaissance symbolism,train
franssnydersstilllifewithdeadgamefruitsandvegetablesinamarket,Baroque Classical secular subject,train
anthonyvandyckportraitofamilitarycommanderbustlengthinprofileindamascenedarmourwithwhitecolland,Baroque Classical secular subject,train
jaroslavkeluc8,20th century traditional open view,train
andywarhol60,Electronic music,train
pablopicasso274,20th century abstractionism,test
joanmirobatementii,20th century abstractionism,train
norvalmorrisseau38,American traditional folklore,train
hansmemling14,Renaissance secular subject,validation
jorgegonzalezcamarena3,American traditional folklore,train
hieronymusbosch87,Renaissance symbolism,train
franciscogoya178,Romanticism figure,train
gerardsekoto31,African traditional folklore,train
camillepissarro90,Romanticism figure,train
liyuanchiafoldingscroll1963,Electronic music,test
manabumabevozes1976,20th century abstractionism,train
pieterbruegel70,Renaissance symbolism,train
johnhenrytwachtman27,20th century experimental open view,train
gustavecourbet41,Romanticism figure,train
amedeomodigliani42,20th century experimental figure,train
konstantinvasilyev31,Heavy metal,train
luciofontana9,20th century abstractionism,train
giovannidamilano4,Renaissance symbolism,train
edgardegas677,20th century traditional figure,train
claudiocoello12,Baroque Classical symbolism,train
mikalojusciurlionisscherzosonataoftheserpent1908,20th century experimental open view,train
alfredwallis14,European traditional folklore,train
pablopicasso147,20th century traditional figure,train
patrickcaulfieldcross1968,Modern instrumental music,train
maudlewis13,Modern instrumental music,train
samgilliamcoffeethyme1980,20th century abstractionism,train
sandrobotticelli4,Renaissance symbolism,train
ancientegipt86,African traditional folklore,train
henrimatisse182,20th century traditional figure,validation
thomashartbenton32,Modern instrumental music,train
nicholasroerichdovrskygrandfather1912,20th century experimental figure,train
franzmarc14,20th century experimental open view,train
pietrolorenzetti4,Renaissance symbolism,train
louaykayyali14,African traditional folklore,train
willemdekooningtwowomeninthecountry,20th century abstractionism,train
fayumportrait7,African traditional folklore,train
martirossaryanoldtbilisi1917,20th century traditional open view,train
antonraphaelmengs4,Baroque Classical symbolism,test
patrickprocktorfiguresbytheseaii1962,Modern instrumental music,test
diegovelazquez119,Baroque Classical secular subject,train
leonbakstscheherezadeodalisque1910,20th century experimental figure,test
joanmirobluei1961,20th century abstractionism,train
lallaessaydi20,African traditional folklore,train
jeanmichelbasquiat81,Modern instrumental music,train
mariannevonwerefkin9,European traditional folklore,train
franciscogoya73,Romanticism figure,train
markrothko24,20th century abstractionism,train
guanxiu2,Asian traditional folklore,train
toddschorr3,Heavy metal,train
6fd0d616da9552954e38c9653410a04dc,Heavy metal,train
titian253_2,Renaissance secular subject,train
jacopopontormo18,Renaissance secular subject,train
nicholasroerichlakevular19251,20th century traditional open view,train
davidbowie6,Modern instrumental music,train
rafanasiriuntitled0281981,20th century abstractionism,train
canalettotherialtobridgefromthesouth,Baroque Classical secular subject,train
judithleystertwomusicians1629,Baroque Classical secular subject,train
henrimatisse37,20th century experimental figure,train
joepetagnoetal13,Heavy metal,train
odilonredonthegambler1879,20th century experimental open view,train
petermax15,Modern instrumental music,train
sandrobotticelli80,Renaissance symbolism,train
peterblake26,Modern instrumental music,train
tarsiladoamaral1,American traditional folklore,test
hiroshige11,Asian traditional folklore,train
fridakahlo102,Modern instrumental music,train
katsushikahokusaibaku,Asian traditional folklore,train
vincentvangogh739,Romanticism open view,test
duccio15,Renaissance symbolism,train
fs561206,Asian traditional folklore,train
giuseppemariacrespi9,Baroque Classical symbolism,train
hiroyamagataexpress1988,Electronic music,test
nicholasroerichfoginthemountains1945,20th century traditional open view,train
herradoflandsberg6,European traditional folklore,validation
mahmoudsaiid29,African traditional folklore,train
pieterbruegel132,Renaissance secular subject,test
edgardegas290,Romanticism figure,train
hiroshigesekiearlydeparturefromthedaimyosinn,Asian traditional folklore,test
anjolieelamenonetal1,Asian traditional folklore,train
leonardodavinci109,Renaissance secular subject,train
jansteeninnwithviolinistcardplayers1668,Baroque Classical secular subject,train
cunoamiet22,20th century experimental open view,test
titian8,Renaissance symbolism,train
raphael63,Renaissance secular subject,validation
joanmiro5,20th century experimental figure,train
yvesgauchertrinome62c311996,Electronic music,train
abdulmatiklarwein63,Electronic music,train
nicholasroerichvikingstriumph,20th century experimental open view,train
marcchagall79,European traditional folklore,train
paulgauguin163,20th century experimental open view,train
samfrancishommageavincentvangogh1989,20th century abstractionism,train
caspardavidfriedrich46,Romanticism open view,train
albertocarneiroumaflorestaparaosteussonhos1970,Electronic music,train
gerardsekoto17,African traditional folklore,test
lorenzolotto23,Renaissance secular subject,test
herradoflandsberg3,European traditional folklore,validation
sirlawrencealmatademaaskmenomore1906,Romanticism figure,train
amedeomodigliani187,20th century traditional figure,test
konstantinsomov2,European traditional folklore,train
paulgauguin273,20th century traditional open view,train
vincentvangogh42,Romanticism open view,train
abdulmatiklarwein47,Electronic music,test
jimmyernstseaofgrass1982,20th century abstractionism,train
caspardavidfriedrich18,Romanticism open view,validation
spyrospapaloukas7,European traditional folklore,train
balthus3,Modern instrumental music,train
mikalojusciurlioniscitytowers1906,20th century experimental open view,train
laolusenbanjo16,African traditional folklore,train
lucianfreudali1974,20th century traditional figure,train
johnsingersargent41,20th century traditional open view,train
edgardegas475,Romanticism figure,train
benjaminwest3,Baroque Classical symbolism,train
alfredsisley107,Romanticism open view,train
giorgioneportraitofyoungmangiustinianiportrait15042,Renaissance secular subject,train
joseferrazdealmeidajunior5,American traditional folklore,train
paulklee131,20th century experimental open view,train
konstantinsomov1,European traditional folklore,validation
thomashartbenton6,Modern instrumental music,validation
giovannibattistapiranesi14,Baroque Classical symbolism,train
10e00c222692cbe8e62b170831443528c,African traditional folklore,train
katsushikahokusai41,Asian traditional folklore,train
pablopicasso258,20th century experimental figure,train
joanmiro43,20th century traditional figure,train
rembrandt214,Baroque Classical secular subject,train
dc87441dc81f33a907281876f30d6874c,Electronic music,test
paulgauguin41,20th century experimental figure,train
leondabo16,20th century experimental open view,train
vincentvangogh514,Romanticism open view,train
mikhailnesterov28,European traditional folklore,train
diegomanuelrodriguezetal4,Modern instrumental music,train
